x1	x2	x3	x4	x5	x6	x7	x8	x9	x10	x11	x12	x13	x14	x15	x16	x17	x18	x19	x20	x21	x22	x23	x24	x25	x26	x27	x28	x29	x30	x31	x32	x33	x34	x35	x36	x37	x38	x39	x40	x41	x42	x43	x44	x45	x46	x47	x48	x49	x50	x51	x52	x53	x54	x55	x56	x57	x58	x59	x60	x61	x62	x63
0.0	0.0	0.0131	0.0	0.0	0.0131	0.0	0.0003	0.0	0.0	0.0003	0.0003	0.0	0.0	0.0003	0.0003	0.0003	0.9165	0.0	0.0003	0.0003	0.0	0.0	0.0	0.0	0.0	0.0	0.0135	0.0	0.0	0.0	0.0	0.0	0.0135	0.0	0.0	0.0	0.0	0.0135	0.0135	0.0	0.0	0.0	0.0002	0.0	0.0	0.0	0.0	0.0002	0.0002	0.0	0.0	0.0002	0.0002	0.0	0.0002	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0001	0.0001	0.0001	0.0001	0.0001	0.9497	0.0	0.0	0.0	0.0	0.0098	0.0	0.0	0.0	0.0098	0.0	0.0	0.0098	0.0	0.0098	0.0098	0.0	0.0	0.0	0.0001	0.0	0.0	0.0001	0.0	0.0001	0.0001	0.0	0.0	0.0001	0.0	0.0001	0.0001	0.0	0.0001	0.0001	0.0001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005	0.0005	0.0005	0.0	0.0005	0.0005	0.0	0.0005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0246	0.0246	0.0	0.0246	0.0	0.0	0.0246	0.0	0.0	0.0	0.0003	0.0003	0.0	0.0003	0.0	0.0	0.0003	0.0	0.0	0.0	0.8792	0.0003	0.0003	0.0003	0.0003	0.0086	0.0	0.0	0.0	0.0	0.0086	0.0001
0.0	0.9892	0.0	0.0	0.0	0.0	0.0021	0.0	0.0	0.0	0.0	0.0021	0.0021	0.0021	0.0021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.9892	0.0	0.0	0.0	0.0	0.0021	0.0	0.0	0.0	0.0021	0.0	0.0	0.0021	0.0	0.0021	0.0	0.0021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.9675	0.0	0.0	0.0	0.0	0.0064	0.0	0.0	0.0	0.0	0.0064	0.0064	0.0064	0.0064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.9675	0.0	0.0	0.0	0.0	0.0064	0.0	0.0	0.0	0.0	0.0064	0.0064	0.0064	0.0064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0001	0.0001	0.9637	0.0001	0.0001	0.0001	0.0	0.0071	0.0	0.0	0.0	0.0071	0.0	0.0	0.0	0.0071	0.0071	0.0071	0.0	0.0	0.0	0.0001	0.0	0.0	0.0	0.0001	0.0001	0.0001	0.0	0.0	0.0	0.0001	0.0001	0.0001	0.0	0.0	0.0	0.0001	0.0001	0.0001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.9945	0.0	0.0	0.0	0.0	0.0011	0.0	0.0	0.0	0.0	0.0011	0.0011	0.0011	0.0011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0011	0.0011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9935	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011	0.0011	0.0011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
